Time stamp,Value,Events,Comment,User
10/27/2021 9:00,0,,,
10/27/2021 8:45,0,,,
10/27/2021 8:30,0,,,
10/27/2021 8:15,0,,,
10/27/2021 8:00,0,,,
10/27/2021 7:45,0,,,
10/27/2021 7:30,0,,,
10/27/2021 7:15,0,,,
10/27/2021 7:00,0,,,
10/27/2021 6:45,0,,,
10/27/2021 6:30,0,,,
10/27/2021 6:15,0,,,
10/27/2021 6:00,0,,,
10/27/2021 5:45,0,,,
10/27/2021 5:30,0,,,
10/27/2021 5:15,0,,,
10/27/2021 5:00,0,,,
10/27/2021 4:45,0,,,
10/27/2021 4:30,0,,,
10/27/2021 4:15,0,,,
10/27/2021 4:00,0,,,
10/27/2021 3:45,0,,,
10/27/2021 3:30,0,,,
10/27/2021 3:15,0,,,
10/27/2021 3:00,0,,,
10/27/2021 2:45,0,,,
10/27/2021 2:30,0,,,
10/27/2021 2:15,0,,,
10/27/2021 2:00,0,,,
10/27/2021 1:45,0,,,
10/27/2021 1:30,0,,,
10/27/2021 1:15,0,,,
10/27/2021 1:00,0,,,
10/27/2021 0:45,0,,,
10/27/2021 0:30,0,,,
10/27/2021 0:15,1,,,
10/27/2021 0:00,1,,,
10/26/2021 23:45,1,,,
10/26/2021 23:30,1,,,
10/26/2021 23:15,0,,,
10/26/2021 23:00,0,,,
10/26/2021 22:45,0,,,
10/26/2021 22:30,1,,,
10/26/2021 22:15,1,,,
10/26/2021 22:00,1,,,
10/26/2021 21:45,1,,,
10/26/2021 21:30,1,,,
10/26/2021 21:15,1,,,
10/26/2021 21:00,1,,,
10/26/2021 20:45,1,,,
10/26/2021 20:30,1,,,
10/26/2021 20:15,1,,,
10/26/2021 20:00,1,,,
10/26/2021 19:45,1,,,
10/26/2021 19:30,1,,,
10/26/2021 19:15,1,,,
10/26/2021 19:00,1,,,
10/26/2021 18:45,1,,,
10/26/2021 18:30,1,,,
10/26/2021 18:15,1,,,
10/26/2021 18:00,1,,,
10/26/2021 17:45,1,,,
10/26/2021 17:30,1,,,
10/26/2021 17:15,1,,,
10/26/2021 17:00,1,,,
10/26/2021 16:45,1,,,
10/26/2021 16:30,1,,,
10/26/2021 16:15,1,,,
10/26/2021 16:00,1,,,
10/26/2021 15:45,1,,,
10/26/2021 15:30,1,,,
10/26/2021 15:15,1,,,
10/26/2021 15:00,1,,,
10/26/2021 14:45,1,,,
10/26/2021 14:30,1,,,
10/26/2021 14:15,1,,,
10/26/2021 14:00,1,,,
10/26/2021 13:45,1,,,
10/26/2021 13:30,1,,,
10/26/2021 13:15,1,,,
10/26/2021 13:00,1,,,
10/26/2021 12:45,1,,,
10/26/2021 12:30,1,,,
10/26/2021 12:15,1,,,
10/26/2021 12:00,1,,,
10/26/2021 11:45,1,,,
10/26/2021 11:30,1,,,
10/26/2021 11:15,1,,,
10/26/2021 11:00,1,,,
10/26/2021 10:45,1,,,
10/26/2021 10:30,1,,,
10/26/2021 10:15,1,,,
10/26/2021 10:00,1,,,
10/26/2021 9:45,1,,,
10/26/2021 9:30,1,,,
10/26/2021 9:15,1,,,
10/26/2021 9:00,0,,,
10/26/2021 8:45,0,,,
10/26/2021 8:30,0,,,
10/26/2021 8:15,0,,,
10/26/2021 8:00,0,,,
10/26/2021 7:45,0,,,
10/26/2021 7:30,0,,,
10/26/2021 7:15,0,,,
10/26/2021 7:00,0,,,
10/26/2021 6:45,0,,,
10/26/2021 6:30,0,,,
10/26/2021 6:15,0,,,
10/26/2021 6:00,0,,,
10/26/2021 5:45,0,,,
10/26/2021 5:30,0,,,
10/26/2021 5:15,0,,,
10/26/2021 5:00,0,,,
10/26/2021 4:45,0,,,
10/26/2021 4:30,0,,,
10/26/2021 4:15,0,,,
10/26/2021 4:00,0,,,
10/26/2021 3:45,0,,,
10/26/2021 3:30,0,,,
10/26/2021 3:15,0,,,
10/26/2021 3:00,0,,,
10/26/2021 2:45,0,,,
10/26/2021 2:30,0,,,
10/26/2021 2:15,0,,,
10/26/2021 2:00,0,,,
10/26/2021 1:45,0,,,
10/26/2021 1:30,1,,,
10/26/2021 1:15,1,,,
10/26/2021 1:00,1,,,
10/26/2021 0:45,1,,,
10/26/2021 0:30,1,,,
10/26/2021 0:15,1,,,
10/26/2021 0:00,1,,,
10/25/2021 23:45,1,,,
10/25/2021 23:30,1,,,
10/25/2021 23:15,0,,,
10/25/2021 23:00,0,,,
10/25/2021 22:45,1,,,
10/25/2021 22:30,1,,,
10/25/2021 22:15,1,,,
10/25/2021 22:00,0,,,
10/25/2021 21:45,0,,,
10/25/2021 21:30,1,,,
10/25/2021 21:15,1,,,
10/25/2021 21:00,1,,,
10/25/2021 20:45,1,,,
10/25/2021 20:30,1,,,
10/25/2021 20:15,1,,,
10/25/2021 20:00,1,,,
10/25/2021 19:45,1,,,
10/25/2021 19:30,1,,,
10/25/2021 19:15,1,,,
10/25/2021 19:00,0,,,
10/25/2021 18:45,0,,,
10/25/2021 18:30,1,,,
10/25/2021 18:15,1,,,
10/25/2021 18:00,1,,,
10/25/2021 17:45,1,,,
10/25/2021 17:30,1,,,
10/25/2021 17:15,1,,,
10/25/2021 17:00,1,,,
10/25/2021 16:45,1,,,
10/25/2021 16:30,1,,,
10/25/2021 16:15,1,,,
10/25/2021 16:00,1,,,
10/25/2021 15:45,1,,,
10/25/2021 15:30,1,,,
10/25/2021 15:15,1,,,
10/25/2021 15:00,1,,,
10/25/2021 14:45,1,,,
10/25/2021 14:30,1,,,
10/25/2021 14:15,1,,,
10/25/2021 14:00,1,,,
10/25/2021 13:45,1,,,
10/25/2021 13:30,1,,,
10/25/2021 13:15,1,,,
10/25/2021 13:00,1,,,
10/25/2021 12:45,1,,,
10/25/2021 12:30,1,,,
10/25/2021 12:15,1,,,
10/25/2021 12:00,1,,,
10/25/2021 11:45,1,,,
10/25/2021 11:30,1,,,
10/25/2021 11:15,1,,,
10/25/2021 11:00,1,,,
10/25/2021 10:45,1,,,
10/25/2021 10:30,1,,,
10/25/2021 10:15,1,,,
10/25/2021 10:00,1,,,
10/25/2021 9:45,1,,,
10/25/2021 9:30,1,,,
10/25/2021 9:15,0,,,
10/25/2021 9:00,0,,,
10/25/2021 8:45,0,,,
10/25/2021 8:30,0,,,
10/25/2021 8:15,0,,,
10/25/2021 8:00,0,,,
10/25/2021 7:45,0,,,
10/25/2021 7:30,0,,,
10/25/2021 7:15,0,,,
10/25/2021 7:00,0,,,
10/25/2021 6:45,0,,,
10/25/2021 6:30,0,,,
10/25/2021 6:15,0,,,
10/25/2021 6:00,0,,,
10/25/2021 5:45,0,,,
10/25/2021 5:30,0,,,
10/25/2021 5:15,0,,,
10/25/2021 5:00,0,,,
10/25/2021 4:45,0,,,
10/25/2021 4:30,0,,,
10/25/2021 4:15,0,,,
10/25/2021 4:00,0,,,
10/25/2021 3:45,0,,,
10/25/2021 3:30,0,,,
10/25/2021 3:15,0,,,
10/25/2021 3:00,0,,,
10/25/2021 2:45,0,,,
10/25/2021 2:30,0,,,
10/25/2021 2:15,0,,,
10/25/2021 2:00,0,,,
10/25/2021 1:45,0,,,
10/25/2021 1:30,0,,,
10/25/2021 1:15,0,,,
10/25/2021 1:00,0,,,
10/25/2021 0:45,0,,,
10/25/2021 0:30,0,,,
10/25/2021 0:15,1,,,
10/25/2021 0:00,1,,,
10/24/2021 23:45,1,,,
10/24/2021 23:30,0,,,
10/24/2021 23:15,0,,,
10/24/2021 23:00,0,,,
10/24/2021 22:45,0,,,
10/24/2021 22:30,0,,,
10/24/2021 22:15,0,,,
10/24/2021 22:00,0,,,
10/24/2021 21:45,0,,,
10/24/2021 21:30,0,,,
10/24/2021 21:15,0,,,
10/24/2021 21:00,0,,,
10/24/2021 20:45,0,,,
10/24/2021 20:30,0,,,
10/24/2021 20:15,0,,,
10/24/2021 20:00,0,,,
10/24/2021 19:45,0,,,
10/24/2021 19:30,0,,,
10/24/2021 19:15,0,,,
10/24/2021 19:00,0,,,
10/24/2021 18:45,0,,,
10/24/2021 18:30,0,,,
10/24/2021 18:15,0,,,
10/24/2021 18:00,0,,,
10/24/2021 17:45,0,,,
10/24/2021 17:30,0,,,
10/24/2021 17:15,0,,,
10/24/2021 17:00,0,,,
10/24/2021 16:45,0,,,
10/24/2021 16:30,0,,,
10/24/2021 16:15,0,,,
10/24/2021 16:00,0,,,
10/24/2021 15:45,0,,,
10/24/2021 15:30,0,,,
10/24/2021 15:15,0,,,
10/24/2021 15:00,0,,,
10/24/2021 14:45,0,,,
10/24/2021 14:30,0,,,
10/24/2021 14:15,0,,,
10/24/2021 14:00,0,,,
10/24/2021 13:45,0,,,
10/24/2021 13:30,0,,,
10/24/2021 13:15,0,,,
10/24/2021 13:00,0,,,
10/24/2021 12:45,0,,,
10/24/2021 12:30,0,,,
10/24/2021 12:15,0,,,
10/24/2021 12:00,0,,,
10/24/2021 11:45,0,,,
10/24/2021 11:30,0,,,
10/24/2021 11:15,0,,,
10/24/2021 11:00,0,,,
10/24/2021 10:45,0,,,
10/24/2021 10:30,0,,,
10/24/2021 10:15,0,,,
10/24/2021 10:00,0,,,
10/24/2021 9:45,0,,,
10/24/2021 9:30,0,,,
10/24/2021 9:15,0,,,
10/24/2021 9:00,0,,,
10/24/2021 8:45,0,,,
10/24/2021 8:30,0,,,
10/24/2021 8:15,0,,,
10/24/2021 8:00,0,,,
10/24/2021 7:45,0,,,
10/24/2021 7:30,0,,,
10/24/2021 7:15,0,,,
10/24/2021 7:00,0,,,
10/24/2021 6:45,0,,,
10/24/2021 6:30,0,,,
10/24/2021 6:15,0,,,
10/24/2021 6:00,0,,,
10/24/2021 5:45,0,,,
10/24/2021 5:30,0,,,
10/24/2021 5:15,0,,,
10/24/2021 5:00,0,,,
10/24/2021 4:45,0,,,
10/24/2021 4:30,0,,,
10/24/2021 4:15,0,,,
10/24/2021 4:00,0,,,
10/24/2021 3:45,0,,,
10/24/2021 3:30,0,,,
10/24/2021 3:15,0,,,
10/24/2021 3:00,0,,,
10/24/2021 2:45,0,,,
10/24/2021 2:30,0,,,
10/24/2021 2:15,0,,,
10/24/2021 2:00,0,,,
10/24/2021 1:45,0,,,
10/24/2021 1:30,0,,,
10/24/2021 1:15,0,,,
10/24/2021 1:00,0,,,
10/24/2021 0:45,0,,,
10/24/2021 0:30,0,,,
10/24/2021 0:15,0,,,
10/24/2021 0:00,0,,,
10/23/2021 23:45,0,,,
10/23/2021 23:30,0,,,
10/23/2021 23:15,0,,,
10/23/2021 23:00,0,,,
10/23/2021 22:45,0,,,
10/23/2021 22:30,0,,,
10/23/2021 22:15,0,,,
10/23/2021 22:00,0,,,
10/23/2021 21:45,0,,,
10/23/2021 21:30,0,,,
10/23/2021 21:15,0,,,
10/23/2021 21:00,0,,,
10/23/2021 20:45,0,,,
10/23/2021 20:30,0,,,
10/23/2021 20:15,0,,,
10/23/2021 20:00,0,,,
10/23/2021 19:45,0,,,
10/23/2021 19:30,0,,,
10/23/2021 19:15,0,,,
10/23/2021 19:00,0,,,
10/23/2021 18:45,0,,,
10/23/2021 18:30,0,,,
10/23/2021 18:15,0,,,
10/23/2021 18:00,0,,,
10/23/2021 17:45,0,,,
10/23/2021 17:30,0,,,
10/23/2021 17:15,0,,,
10/23/2021 17:00,0,,,
10/23/2021 16:45,0,,,
10/23/2021 16:30,0,,,
10/23/2021 16:15,0,,,
10/23/2021 16:00,0,,,
10/23/2021 15:45,0,,,
10/23/2021 15:30,0,,,
10/23/2021 15:15,0,,,
10/23/2021 15:00,0,,,
10/23/2021 14:45,0,,,
10/23/2021 14:30,0,,,
10/23/2021 14:15,0,,,
10/23/2021 14:00,0,,,
10/23/2021 13:45,0,,,
10/23/2021 13:30,0,,,
10/23/2021 13:15,0,,,
10/23/2021 13:00,0,,,
10/23/2021 12:45,0,,,
10/23/2021 12:30,0,,,
10/23/2021 12:15,0,,,
10/23/2021 12:00,0,,,
10/23/2021 11:45,0,,,
10/23/2021 11:30,0,,,
10/23/2021 11:15,0,,,
10/23/2021 11:00,0,,,
10/23/2021 10:45,0,,,
10/23/2021 10:30,0,,,
10/23/2021 10:15,0,,,
10/23/2021 10:00,0,,,
10/23/2021 9:45,0,,,
